Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
69,3.0,0.0,346.0,9.0,20.0,2147.0,0.0,540.186823234637,540.186823234637,0.0,317.4440972805023,,,,,,,,,,,,,,,,175.00143523792704,165.2839552685799,537.2240185484269,-0.03952266381390731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,375.0,10.0,29.0,2176.0,0.0,728.0627666113476,728.0627666113476,0.0,320.22296619415283,,,,,,,,,,,,,,,,247.94842261980884,218.9534325679307,721.5938562115845,-0.05027775373390239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,442.0,11.0,67.0,2243.0,0.0,2226.9134100689153,2226.9134100689153,0.0,325.5543324947357,,,,,,,,,,,,,,,,936.476635545046,669.6032267955508,2166.335811298697,-0.06636825569339552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,479.0,12.0,37.0,2280.0,0.0,1147.8640072141707,1147.8640072141707,0.0,328.9606029987335,,,,,,,,,,,,,,,,425.14861207444426,356.5948577833701,1133.2667753427593,-0.055640049016141516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,503.0,13.0,24.0,2304.0,0.0,798.8966283141365,798.8966283141365,0.0,331.37818479537964,,,,,,,,,,,,,,,,303.21152628671257,247.49509499654408,792.4119636469027,-0.03234962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,526.0,14.0,23.0,2327.0,0.0,540.5675959927389,540.5675959927389,0.0,333.5869174003601,,,,,,,,,,,,,,,,176.0019170137592,170.2085085467469,537.0566085099325,-0.0466813465446952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,551.0,15.0,25.0,2352.0,0.0,674.1341253254858,674.1341253254858,0.0,336.0013196468353,,,,,,,,,,,,,,,,234.09029088875678,211.75855964687256,668.9508188721389,-0.039517274606709105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,583.0,16.0,32.0,2384.0,0.0,1024.1766124238895,1024.1766124238895,0.0,338.7772316932678,,,,,,,,,,,,,,,,406.9962687281005,320.41153461856777,1012.1648967213117,-0.04131726921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,599.0,17.0,16.0,2400.0,0.0,431.78668501040823,431.78668501040823,0.0,340.54115414619446,,,,,,,,,,,,,,,,138.19518316193768,137.92883163426046,430.0055676474647,-0.032347826030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,630.0,18.0,31.0,2431.0,0.0,881.7389007144702,881.7389007144702,0.0,343.34471440315247,,,,,,,,,,,,,,,,318.80032672997817,287.3878255893988,872.7288194052462,-0.05383646878196851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,649.0,19.0,19.0,2450.0,0.0,423.2467903953072,423.2467903953072,0.0,345.3762948513031,,,,,,,,,,,,,,,,115.80797343598037,133.95620113672766,421.4679068068305,-0.0592184993567793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,745.0,20.0,96.0,2546.0,0.0,2587.182795316133,2587.182795316133,0.0,352.8681914806366,,,,,,,,,,,,,,,,1074.0386327520844,715.2625250678219,2486.561648220154,-0.07709290541971113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,57.0,1.0,57.0,2603.0,0.0,1764.2625880047947,1764.2625880047947,0.0,405.1503026485443,,,,,,,,,,,,,,,,681.1861586407714,545.3403496054999,1727.1621391013725,-0.07529110721971113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,96.0,2.0,39.0,2642.0,0.0,1328.869449872059,1328.869449872059,0.0,408.6780893802643,,,,,,,,,,,,,,,,552.5916972345835,416.7012514639714,1308.627000680591,-0.039520867412107315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,117.0,3.0,21.0,2663.0,0.0,518.5928285424512,518.5928285424512,0.0,410.79875898361206,,,,,,,,,,,,,,,,171.36568436602178,157.9642968922131,515.5096588295946,-0.03951906921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,139.0,4.0,22.0,2685.0,0.0,494.33753960405,494.33753960405,0.0,412.9962680339813,,,,,,,,,,,,,,,,141.32964338380847,151.79425661155554,491.72000745706333,-0.057423888563977496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,186.0,5.0,47.0,2732.0,0.0,1589.9005459212178,1589.9005459212178,0.0,416.8915674686432,,,,,,,,,,,,,,,,686.555741864116,492.50222526363825,1559.1916176712757,-0.04131188000490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,207.0,6.0,21.0,2753.0,0.0,699.5841716503146,699.5841716503146,0.0,419.03530836105347,,,,,,,,,,,,,,,,242.30810080866425,221.95237289340224,695.1908924257584,-0.043113678204909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,225.0,7.0,18.0,2771.0,0.0,458.58802290937234,458.58802290937234,0.0,420.9315481185913,,,,,,,,,,,,,,,,149.81435707101198,147.3688210964061,456.34771219428853,-0.0431154746067091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,302.0,8.0,77.0,2848.0,0.0,2642.353680586832,2642.353680586832,0.0,427.11800742149353,,,,,,,,,,,,,,,,1258.1669198677623,783.3299010358659,2548.0228506076223,-0.0502741519428952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,319.0,9.0,17.0,2865.0,0.0,410.11672745459913,410.11672745459913,0.0,429.3462493419647,,,,,,,,,,,,,,,,141.64271447819107,132.6306653711128,408.11691822669667,-0.03235322063274005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,337.0,10.0,18.0,2883.0,0.0,474.75250953043735,474.75250953043735,0.0,431.39081358909607,,,,,,,,,,,,,,,,155.90206040562822,156.2814629228097,472.41869113427043,-0.043111880004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,372.0,11.0,35.0,2918.0,0.0,943.1811701484465,943.1811701484465,0.0,434.3671817779541,,,,,,,,,,,,,,,,332.73319685290903,294.9409040412623,932.4679762348293,-0.06635748625202431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,405.0,12.0,33.0,2951.0,0.0,1105.382094287035,1105.382094287035,0.0,437.26707887649536,,,,,,,,,,,,,,,,425.5084521814943,358.3206338219995,1092.4327481131588,-0.0484795537339024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,434.0,13.0,29.0,2980.0,0.0,714.4870070620776,714.4870070620776,0.0,439.9220597743988,,,,,,,,,,,,,,,,239.81927564021305,223.47584259960144,708.2404885570684,-0.05564364361794151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,456.0,14.0,22.0,3002.0,0.0,555.5144443572894,555.5144443572894,0.0,442.0604591369629,,,,,,,,,,,,,,,,178.21996484544567,171.09984408246038,552.1457508815715,-0.05206876812490419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,477.0,15.0,21.0,3023.0,0.0,602.4282134707943,602.4282134707943,0.0,444.36003589630127,,,,,,,,,,,,,,,,223.22152488800765,188.83912298799035,598.338900348495,-0.030553220632740043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,501.0,16.0,24.0,3047.0,0.0,447.60042048325465,447.60042048325465,0.0,447.0070950984955,,,,,,,,,,,,,,,,110.97906050411935,137.97959841486363,445.38230533649255,-0.08243197296645544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,517.0,17.0,16.0,3063.0,0.0,356.19653687471595,356.19653687471595,0.0,448.89835715293884,,,,,,,,,,,,,,,,117.77848409797343,113.93269692342278,354.66674787702533,-0.03234962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,539.0,18.0,22.0,3085.0,0.0,662.4773150820331,662.4773150820331,0.0,451.12798595428467,,,,,,,,,,,,,,,,236.59132165054825,211.50292722151113,657.9302362419633,-0.03772087280670911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,554.0,19.0,15.0,3100.0,0.0,401.82020941202256,401.82020941202256,0.0,452.7622845172882,,,,,,,,,,,,,,,,125.76056449691802,127.2264855814599,400.33413507964843,-0.03414782603094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,581.0,20.0,27.0,3127.0,0.0,766.1882656283886,766.1882656283886,0.0,455.3015675544739,,,,,,,,,,,,,,,,266.02514583156216,244.41975904757678,759.7653520429797,-0.0466795501428952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,62.0,1.0,62.0,3189.0,0.0,2142.6676946186767,2142.6676946186767,0.0,503.09028673171997,,,,,,,,,,,,,,,,907.4185268666671,631.1240699697249,2088.496242195138,-0.044910080004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,92.0,2.0,30.0,3219.0,0.0,922.4149150087615,922.4149150087615,0.0,505.80866599082947,,,,,,,,,,,,,,,,383.0545879518221,287.19555952270474,911.8351124826895,-0.03414782603094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,110.0,3.0,18.0,3237.0,0.0,438.8628809958716,438.8628809958716,0.0,508.0615837574005,,,,,,,,,,,,,,,,132.15110149470655,135.05819566101567,436.92108225121814,-0.041322663813907305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,182.0,4.0,72.0,3309.0,0.0,1926.1134818269531,1926.1134818269531,0.0,513.7182023525238,,,,,,,,,,,,,,,,904.8954659260471,556.9955738242177,1862.823832112391,-0.050268768124904196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,220.0,5.0,38.0,3347.0,0.0,1382.6546132925246,1382.6546132925246,0.0,516.9927973747253,,,,,,,,,,,,,,,,585.295989940521,428.17309914666697,1361.7751408156005,-0.034146026030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,248.0,6.0,28.0,3375.0,0.0,785.0126523531721,785.0126523531721,0.0,519.7898759841919,,,,,,,,,,,,,,,,291.4282248772369,245.73388260968522,777.6302923489585,-0.043117269212107304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,285.0,7.0,37.0,3412.0,0.0,933.7000489560294,933.7000489560294,0.0,522.9260876178741,,,,,,,,,,,,,,,,345.0324208499368,281.28941323695864,921.8557050896715,-0.06281130475497929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,359.0,8.0,74.0,3486.0,0.0,2386.7728724351805,2386.7728724351805,0.0,528.6106996536255,,,,,,,,,,,,,,,,1044.5619196286054,689.8432876478748,2311.787077460123,-0.050281341150093396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,376.0,9.0,17.0,3503.0,0.0,489.0159660548011,489.0159660548011,0.0,530.373636007309,,,,,,,,,,,,,,,,169.10686962962586,148.89193731422336,486.62777704814556,-0.021578397229970018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,436.0,10.0,60.0,3563.0,0.0,2037.100496396801,2037.100496396801,0.0,535.4571783542633,,,,,,,,,,,,,,,,866.4884155550989,628.477964306729,1987.0982897532479,-0.05564364361794151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,499.0,11.0,63.0,3626.0,0.0,2084.7154690595453,2084.7154690595453,0.0,540.4711656570435,,,,,,,,,,,,,,,,922.0089322759101,612.7148924384503,2028.6575638900536,-0.050268768124904196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,535.0,12.0,36.0,3662.0,0.0,1038.2377970145044,1038.2377970145044,0.0,543.6111183166504,,,,,,,,,,,,,,,,383.2355621578925,317.1397582711088,1025.4667835603807,-0.059225675990952305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,561.0,13.0,26.0,3688.0,0.0,827.1830061181248,827.1830061181248,0.0,546.2507193088531,,,,,,,,,,,,,,,,322.2479533032269,261.0419140122576,819.6241835157565,-0.03414782603094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,586.0,14.0,25.0,3713.0,0.0,556.2116527768803,556.2116527768803,0.0,548.7340517044067,,,,,,,,,,,,,,,,164.3788427608235,169.26395359258981,552.6548365444044,-0.0556328705819685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,609.0,15.0,23.0,3736.0,0.0,648.6617652980647,648.6617652980647,0.0,550.99511551857,,,,,,,,,,,,,,,,218.76080008080427,211.1185173761004,644.2745414376441,-0.0502741591321024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,646.0,16.0,37.0,3773.0,0.0,937.6444566173144,937.6444566173144,0.0,554.1531300544739,,,,,,,,,,,,,,,,395.7088446715681,246.49552365052423,923.9271565209874,-0.025174799029970017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,661.0,17.0,15.0,3788.0,0.0,364.6581259083504,364.6581259083504,0.0,556.082989692688,,,,,,,,,,,,,,,,106.44814688740783,117.7580150670928,363.42482853357296,-0.041315474606709104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,684.0,18.0,23.0,3811.0,0.0,576.9716415483919,576.9716415483919,0.0,558.2541816234589,,,,,,,,,,,,,,,,179.33183697750042,180.43448190962354,573.420429727637,-0.06101669935677929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,700.0,19.0,16.0,3827.0,0.0,429.0402006511122,429.0402006511122,0.0,560.0833721160889,,,,,,,,,,,,,,,,142.25050189722398,138.04736828068735,427.1913840047613,-0.028756818832740047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,766.0,20.0,66.0,3893.0,0.0,1918.4009276804431,1918.4009276804431,0.0,565.3586621284485,,,,,,,,,,,,,,,,780.861152553631,505.2653983252169,1868.7328244363396,-0.021578397229970018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,45.0,1.0,45.0,3938.0,0.0,642.9756829922023,642.9756829922023,0.0,614.2524178028107,,,,,,,,,,,,,,,,109.51277408457332,178.6124034139336,638.68629445285,-0.23101883924954283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,83.0,2.0,38.0,3976.0,0.0,1273.5375360912526,1273.5375360912526,0.0,617.9005784988403,,,,,,,,,,,,,,,,524.926036288403,391.01606182151676,1254.8451919041972,-0.04131726921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,108.0,3.0,25.0,4001.0,0.0,584.2587814856429,584.2587814856429,0.0,620.2494175434113,,,,,,,,,,,,,,,,196.48766504687129,180.37295426526396,579.9265163758472,-0.05207056452670419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,153.0,4.0,45.0,4046.0,0.0,1343.3543648954694,1343.3543648954694,0.0,624.073212146759,,,,,,,,,,,,,,,,580.6093816192938,404.1831735748447,1318.5454882108118,-0.04132086741210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,201.0,5.0,48.0,4094.0,0.0,1611.190761372098,1611.190761372098,0.0,628.0807514190674,,,,,,,,,,,,,,,,659.6954060141966,502.42783871988655,1581.1064883717881,-0.04489033395189341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,223.0,6.0,22.0,4116.0,0.0,770.5647569052516,770.5647569052516,0.0,630.3335046768188,,,,,,,,,,,,,,,,311.5483919356741,256.7170825663823,764.4751674501169,-0.03414962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,242.0,7.0,19.0,4135.0,0.0,426.1805289165809,426.1805289165809,0.0,632.3103451728821,,,,,,,,,,,,,,,,120.69678904161975,136.1251149490787,424.3116015263164,-0.055629279574770304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,275.0,8.0,33.0,4168.0,0.0,1120.0182382083365,1120.0182382083365,0.0,635.3007521629333,,,,,,,,,,,,,,,,446.47069035936056,342.1185136230303,1106.3910965230007,-0.03594602603094004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,297.0,9.0,22.0,4190.0,0.0,531.2255599923585,531.2255599923585,0.0,637.4741697311401,,,,,,,,,,,,,,,,150.32865751196277,160.16977468861234,528.446776303399,-0.061022077790952305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,319.0,10.0,22.0,4212.0,0.0,512.5617979129737,512.5617979129737,0.0,639.9099698066711,,,,,,,,,,,,,,,,142.13447884952691,156.44271559761023,509.9447841624467,-0.0574202975567793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,381.0,11.0,62.0,4274.0,0.0,2385.37029406394,2385.37029406394,0.0,644.8821973800659,,,,,,,,,,,,,,,,1062.6149767360023,705.3430353607461,2321.80997548179,-0.034146026030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,414.0,12.0,33.0,4307.0,0.0,829.2399835296986,829.2399835296986,0.0,647.7878649234772,,,,,,,,,,,,,,,,273.3790299770293,273.5129372696266,821.039515055512,-0.08421580176279075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,431.0,13.0,17.0,4324.0,0.0,514.2819780220468,514.2819780220468,0.0,649.6223683357239,,,,,,,,,,,,,,,,173.90835508894068,166.08350511969556,511.83737335889384,-0.03055142423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,455.0,14.0,24.0,4348.0,0.0,580.6569634814198,580.6569634814198,0.0,651.8543429374695,,,,,,,,,,,,,,,,172.9051253423554,185.5360362268712,577.0843247980015,-0.06636285571316135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,474.0,15.0,19.0,4367.0,0.0,533.0110619400552,533.0110619400552,0.0,653.88520860672,,,,,,,,,,,,,,,,174.16073715671223,170.74972772031705,530.2322401742521,-0.041315474606709104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,510.0,16.0,36.0,4403.0,0.0,1215.8559654266946,1215.8559654266946,0.0,656.9178574085236,,,,,,,,,,,,,,,,528.8391699791315,373.0036142301159,1198.015771078525,-0.03594602603094004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,528.0,17.0,18.0,4421.0,0.0,431.8731679797852,431.8731679797852,0.0,659.3241980075836,,,,,,,,,,,,,,,,129.66807420138866,140.31557829212835,429.9691117559161,-0.0466813519339024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,548.0,18.0,20.0,4441.0,0.0,582.1711671500493,582.1711671500493,0.0,661.3680562973022,,,,,,,,,,,,,,,,192.81973464649653,183.00276748579793,578.8936661232428,-0.041319072806709115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,566.0,19.0,18.0,4459.0,0.0,429.40910922411877,429.40910922411877,0.0,663.2210783958435,,,,,,,,,,,,,,,,120.05296798159227,133.81602931149854,427.67583163208224,-0.05206876812490419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,626.0,20.0,60.0,4519.0,0.0,1045.9261599424785,1045.9261599424785,0.0,668.1599519252777,,,,,,,,,,,,,,,,225.7057084416778,309.1559041114946,1033.417234670648,-0.251763733607868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,55.0,1.0,55.0,4574.0,0.0,2026.223991535137,2026.223991535137,0.0,713.5736620426178,,,,,,,,,,,,,,,,839.7717586877251,597.784333833795,1982.0185633706824,-0.044910080004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,83.0,2.0,28.0,4602.0,0.0,890.915019309754,890.915019309754,0.0,716.2472305297852,,,,,,,,,,,,,,,,302.98801507157503,279.756615612093,883.3146695573073,-0.0502723645267042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,103.0,3.0,20.0,4622.0,0.0,499.66252746933253,499.66252746933253,0.0,718.4113070964813,,,,,,,,,,,,,,,,161.24060433953554,161.12495400047925,496.93465003257455,-0.0502777501428952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,133.0,4.0,30.0,4652.0,0.0,593.5211885305054,593.5211885305054,0.0,721.5493538379669,,,,,,,,,,,,,,,,147.42298734691147,181.20748402765676,589.6881870971953,-0.10199022916094401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,163.0,5.0,30.0,4682.0,0.0,819.1797377983956,819.1797377983956,0.0,724.3647708892822,,,,,,,,,,,,,,,,274.5854254740516,251.81824080453345,811.7539289631371,-0.06101490295497929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,192.0,6.0,29.0,4711.0,0.0,683.3647081658409,683.3647081658409,0.0,727.1183972358704,,,,,,,,,,,,,,,,208.22761121419208,212.46267220593919,678.0041115521817,-0.0788857269747651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,217.0,7.0,25.0,4736.0,0.0,606.1335029794861,606.1335029794861,0.0,729.6263523101807,,,,,,,,,,,,,,,,203.68017571237502,190.54504020742544,601.6431417284056,-0.0520741519428952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,263.0,8.0,46.0,4782.0,0.0,1581.0935724090775,1581.0935724090775,0.0,733.4950089454651,,,,,,,,,,,,,,,,588.5519189122344,505.2653107126384,1555.575759899014,-0.08064273527246306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,286.0,9.0,23.0,4805.0,0.0,625.871542241923,625.871542241923,0.0,735.7468619346619,,,,,,,,,,,,,,,,205.52919066324012,189.94012107860928,621.7661369936623,-0.04131906921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,358.0,10.0,72.0,4877.0,0.0,2202.2591420706244,2202.2591420706244,0.0,741.5053803920746,,,,,,,,,,,,,,,,946.5531830927207,665.1812532195879,2136.2435564443927,-0.07171625687547516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,417.0,11.0,59.0,4936.0,0.0,2232.238673260557,2232.238673260557,0.0,746.1985983848572,,,,,,,,,,,,,,,,961.0617250261722,666.2615843336038,2177.7137452292427,-0.043111880004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,462.0,12.0,45.0,4981.0,0.0,1518.8224959947574,1518.8224959947574,0.0,750.3558275699615,,,,,,,,,,,,,,,,637.3061691792865,470.2486720551477,1491.635353735424,-0.0448831519339024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,486.0,13.0,24.0,5005.0,0.0,697.5463378093234,697.5463378093234,0.0,752.6756196022034,,,,,,,,,,,,,,,,236.50154119188127,219.43279162759416,692.5628636844029,-0.0484867357518934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,506.0,14.0,20.0,5025.0,0.0,487.2611264287697,487.2611264287697,0.0,754.673445224762,,,,,,,,,,,,,,,,146.29633302338706,152.85872331685093,484.82001978809024,-0.05027954654469519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,529.0,15.0,23.0,5048.0,0.0,646.2308726843874,646.2308726843874,0.0,756.913147687912,,,,,,,,,,,,,,,,226.42850563548254,201.80786939000598,641.664681736508,-0.044910080004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,568.0,16.0,39.0,5087.0,0.0,1051.569286023441,1051.569286023441,0.0,760.3149979114532,,,,,,,,,,,,,,,,403.0183461979854,333.20036553415133,1036.8884589807005,-0.05921669935677929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,586.0,17.0,18.0,5105.0,0.0,417.8547363609001,417.8547363609001,0.0,762.2591564655304,,,,,,,,,,,,,,,,131.91972067817284,134.4803518853527,415.89607746615917,-0.03951906921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,608.0,18.0,22.0,5127.0,0.0,595.4432477633397,595.4432477633397,0.0,764.4038641452789,,,,,,,,,,,,,,,,210.66563108417475,190.0073750941115,591.4000038833716,-0.04311008000490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,626.0,19.0,18.0,5145.0,0.0,458.57549241512083,458.57549241512083,0.0,766.2618930339813,,,,,,,,,,,,,,,,130.8496496109587,144.93539754221183,456.6768755977214,-0.05386516992490419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,702.0,20.0,76.0,5221.0,0.0,2678.8828125206937,2678.8828125206937,0.0,772.4078600406647,,,,,,,,,,,,,,,,1227.4990281524003,813.2772281991311,2588.181067448561,-0.05206876812490419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
