Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
1290,64.0,0.0,345.0,10.0,39.0,56426.0,0.0,1233.7098945118737,1233.7098945118737,0.0,8516.682343006134,,,,,,,,,,,,,,,,519.8433149054542,382.53749950174785,1214.6506558864478,-0.03951907280670911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,64.0,0.0,412.0,11.0,67.0,56493.0,0.0,1981.9167730855547,1981.9167730855547,0.0,8522.14726281166,,,,,,,,,,,,,,,,819.5938846500136,553.6675413331177,1928.9329157297338,-0.03235142063274005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,64.0,0.0,452.0,12.0,40.0,56533.0,0.0,1411.2466723925072,1411.2466723925072,0.0,8525.62247467041,,,,,,,,,,,,,,,,577.6617549633481,427.92712849300756,1389.5297319258993,-0.039520867412107315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,64.0,0.0,473.0,13.0,21.0,56554.0,0.0,600.3289928853054,600.3289928853054,0.0,8527.845645904541,,,,,,,,,,,,,,,,217.75304732051674,189.95733841892897,596.3525314229976,-0.03055142423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,64.0,0.0,493.0,14.0,20.0,56574.0,0.0,598.1761302979783,598.1761302979783,0.0,8529.995654821396,,,,,,,,,,,,,,,,212.7991149180985,198.01035102855738,594.5146626622787,-0.04131906921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,64.0,0.0,527.0,15.0,34.0,56608.0,0.0,988.3192505366418,988.3192505366418,0.0,8533.010293722153,,,,,,,,,,,,,,,,379.32441373929987,318.66049263286936,976.3986190885939,-0.0574328705819685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,64.0,0.0,581.0,16.0,54.0,56662.0,0.0,1413.8348380136329,1413.8348380136329,0.0,8537.426715135574,,,,,,,,,,,,,,,,679.8794296119553,379.44555304629574,1378.4998486632512,-0.03414962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,64.0,0.0,600.0,17.0,19.0,56681.0,0.0,390.37974238480416,390.37974238480416,0.0,8539.402359247208,,,,,,,,,,,,,,,,111.40264948163474,126.5685395011322,388.65174378844165,-0.05921669935677929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,64.0,0.0,652.0,18.0,52.0,56733.0,0.0,1573.0375225587102,1573.0375225587102,0.0,8543.780809879303,,,,,,,,,,,,,,,,608.0664246582367,492.91024702913376,1542.9610295059888,-0.0770893251747651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,64.0,0.0,673.0,19.0,21.0,56754.0,0.0,533.6695215653958,533.6695215653958,0.0,8545.998079538345,,,,,,,,,,,,,,,,170.24756240465103,168.96381013805143,530.6249477026008,-0.0484741627267042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,64.0,0.0,739.0,20.0,66.0,56820.0,0.0,1962.6680742636277,1962.6680742636277,0.0,8551.189435958862,,,,,,,,,,,,,,,,813.9235842062147,594.1235171903467,1910.8599776837016,-0.06817182874913436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,65.0,0.0,57.0,1.0,57.0,56877.0,0.0,1943.0991612416328,1943.0991612416328,0.0,8603.103033304214,,,,,,,,,,,,,,,,842.0603496834642,573.4306205046701,1896.998720029705,-0.03951906921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,65.0,0.0,90.0,2.0,33.0,56910.0,0.0,1065.557450170696,1065.557450170696,0.0,8606.050149679184,,,,,,,,,,,,,,,,411.41386650435925,329.92485307616766,1053.0338264024545,-0.037722667412107315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,65.0,0.0,107.0,3.0,17.0,56927.0,0.0,422.9414156755563,422.9414156755563,0.0,8608.140632629395,,,,,,,,,,,,,,,,126.03702024838888,134.37638786782065,421.2200063376714,-0.043111880004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,65.0,0.0,173.0,4.0,66.0,56993.0,0.0,1820.9690805031557,1820.9690805031557,0.0,8613.42266201973,,,,,,,,,,,,,,,,735.3117315102502,501.8986520048632,1774.212718942422,-0.030556818832740047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,65.0,0.0,201.0,5.0,28.0,57021.0,0.0,866.7649081111911,866.7649081111911,0.0,8616.102476119995,,,,,,,,,,,,,,,,340.6505464201214,275.70343815289425,858.0847775890169,-0.044910080004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,65.0,0.0,239.0,6.0,38.0,57059.0,0.0,1183.7391893505137,1183.7391893505137,0.0,8619.486856460571,,,,,,,,,,,,,,,,512.8492754726288,363.20073152392223,1165.4163332157698,-0.044910080004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,65.0,0.0,261.0,7.0,22.0,57081.0,0.0,459.72985458076596,459.72985458076596,0.0,8621.817385196686,,,,,,,,,,,,,,,,133.20343125718003,141.88722958869388,457.25663572883684,-0.0610202867729703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,65.0,0.0,269.0,8.0,8.0,57089.0,0.0,138.05768713747116,138.05768713747116,0.0,8623.725062847137,,,,,,,,,,,,,,,,31.8587540383543,48.02756111008418,137.94075786302736,-0.03235322063274005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,65.0,0.0,312.0,9.0,43.0,57132.0,0.0,1262.2110142846952,1262.2110142846952,0.0,8627.525505065918,,,,,,,,,,,,,,,,524.7408126654892,375.38646173114614,1240.8880473874679,-0.043117269212107304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,65.0,0.0,391.0,10.0,79.0,57211.0,0.0,2751.006249413811,2751.006249413811,0.0,8633.756952047348,,,,,,,,,,,,,,,,1258.6613388959731,790.4060714949078,2654.226229870901,-0.04131906921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,65.0,0.0,453.0,11.0,62.0,57273.0,0.0,2305.0733606269737,2305.0733606269737,0.0,8638.808425664902,,,,,,,,,,,,,,,,1019.3072896304091,658.3113862804717,2244.120429098986,-0.034146026030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,65.0,0.0,500.0,12.0,47.0,57320.0,0.0,1683.4500221974233,1683.4500221974233,0.0,8642.78562283516,,,,,,,,,,,,,,,,677.3737680447098,531.990760931308,1653.2667218211432,-0.0484795465446952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,65.0,0.0,534.0,13.0,34.0,57354.0,0.0,1151.2544188365,1151.2544188365,0.0,8645.986838579178,,,,,,,,,,,,,,,,490.42705385177,374.70440212855885,1135.71561462016,-0.039517274606709105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,65.0,0.0,635.0,14.0,101.0,57455.0,0.0,3336.8706701460505,3336.8706701460505,0.0,8653.595515966415,,,,,,,,,,,,,,,,1537.9683195789119,936.7738965067588,3184.72059045904,-0.0431154746067091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,65.0,0.0,651.0,15.0,16.0,57471.0,0.0,461.0849971112337,461.0849971112337,0.0,8655.35282754898,,,,,,,,,,,,,,,,156.55241881703097,150.8668006911004,459.0391976077691,-0.03235142423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,65.0,0.0,699.0,16.0,48.0,57519.0,0.0,1304.2173406776992,1304.2173406776992,0.0,8659.433149576187,,,,,,,,,,,,,,,,508.0762962907282,405.87480843911845,1281.1107892449893,-0.06993060118154745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,65.0,0.0,716.0,17.0,17.0,57536.0,0.0,430.877546911674,430.877546911674,0.0,8661.375524997711,,,,,,,,,,,,,,,,142.27807806724826,135.14604575476503,428.8877072918227,-0.03234962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,65.0,0.0,821.0,18.0,105.0,57641.0,0.0,2746.8320655378725,2746.8320655378725,0.0,8669.358396053314,,,,,,,,,,,,,,,,1007.0290963451565,869.2465681398451,2643.737748169802,-0.19035943472577838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,65.0,0.0,836.0,19.0,15.0,57656.0,0.0,364.4004740634564,364.4004740634564,0.0,8671.10748386383,,,,,,,,,,,,,,,,107.18843296683954,118.15735996766894,363.1558033723262,-0.039520867412107315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,65.0,0.0,909.0,20.0,73.0,57729.0,0.0,2572.4125882636463,2572.4125882636463,0.0,8677.032621860504,,,,,,,,,,,,,,,,1163.0429595916187,739.8748828337557,2490.0004526661246,-0.023374799029970014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,66.0,0.0,44.0,1.0,44.0,57773.0,0.0,1460.1462244075894,1460.1462244075894,0.0,8737.939984798431,,,,,,,,,,,,,,,,618.7036702375476,448.4204213362662,1434.3576205376748,-0.03951547820490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,66.0,0.0,88.0,2.0,44.0,57817.0,0.0,1545.1033055241182,1545.1033055241182,0.0,8742.399290323257,,,,,,,,,,,,,,,,624.9019681794346,479.5922910575095,1519.1267456698931,-0.05386516992490419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,66.0,0.0,115.0,3.0,27.0,57844.0,0.0,683.572725582849,683.572725582849,0.0,8744.982016324997,,,,,,,,,,,,,,,,243.74233628433996,206.16360635111175,677.6693518550269,-0.04132086741210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,66.0,0.0,175.0,4.0,60.0,57904.0,0.0,1775.8965875447527,1775.8965875447527,0.0,8749.966670036316,,,,,,,,,,,,,,,,807.771384028048,535.7330551659618,1729.1594639670363,-0.0610202867729703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,66.0,0.0,324.0,5.0,149.0,58053.0,0.0,4677.973497778176,4677.973497778176,0.0,8760.935122728348,,,,,,,,,,,,,,,,2148.292703885847,1267.192881968508,4362.240125024214,-0.06099339457612357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,66.0,0.0,368.0,6.0,44.0,58097.0,0.0,1491.275305351753,1491.275305351753,0.0,8764.752957344055,,,,,,,,,,,,,,,,630.5059090052818,465.960217099295,1464.9980433989203,-0.0502759573321024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,66.0,0.0,388.0,7.0,20.0,58117.0,0.0,452.1352683326106,452.1352683326106,0.0,8766.956439971924,,,,,,,,,,,,,,,,124.81339619905411,140.72583541103532,450.0890894981279,-0.05563645800894331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,66.0,0.0,498.0,8.0,110.0,58227.0,0.0,2958.866472267421,2958.866472267421,0.0,8775.387337446213,,,,,,,,,,,,,,,,1357.7678314366929,815.4492490677555,2812.3243351445303,-0.052040059799950515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,66.0,0.0,523.0,9.0,25.0,58252.0,0.0,571.8565088015405,571.8565088015405,0.0,8777.890889644623,,,,,,,,,,,,,,,,181.81079536711138,171.30847644023862,567.8791180353984,-0.0484831411500934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,66.0,0.0,552.0,10.0,29.0,58281.0,0.0,872.3937171240821,872.3937171240821,0.0,8780.707312107086,,,,,,,,,,,,,,,,308.89157060088985,280.87059030388343,864.3001617383946,-0.06101669935677929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,66.0,0.0,652.0,11.0,100.0,58381.0,0.0,2902.761130356691,2902.761130356691,0.0,8788.404788732529,,,,,,,,,,,,,,,,1308.9344692368732,828.7790565973831,2774.642325758762,-0.06817003773115235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,66.0,0.0,698.0,12.0,46.0,58427.0,0.0,1612.1807866815739,1612.1807866815739,0.0,8792.302799463272,,,,,,,,,,,,,,,,690.1091143358648,487.98641401732436,1582.0177852073314,-0.043111880004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,66.0,0.0,724.0,13.0,26.0,58453.0,0.0,710.7940585452072,710.7940585452072,0.0,8794.805045604706,,,,,,,,,,,,,,,,243.39578799328623,225.3516813974176,705.1709389963786,-0.0484795501428952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,66.0,0.0,754.0,14.0,30.0,58483.0,0.0,806.0543714109301,806.0543714109301,0.0,8797.54461812973,,,,,,,,,,,,,,,,275.4127864064495,260.61629283136205,798.5905783971338,-0.06637543233295234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,66.0,0.0,786.0,15.0,32.0,58515.0,0.0,879.402764358244,879.402764358244,0.0,8800.413316249847,,,,,,,,,,,,,,,,291.2578962186861,286.0701260136561,870.9534651443905,-0.07351086049522122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,66.0,0.0,829.0,16.0,43.0,58558.0,0.0,1225.3031857989224,1225.3031857989224,0.0,8804.122951984406,,,,,,,,,,,,,,,,480.5407038947491,378.62020291897704,1205.8457813127611,-0.06816645569339552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,66.0,0.0,847.0,17.0,18.0,58576.0,0.0,410.8929135014569,410.8929135014569,0.0,8806.89764046669,,,,,,,,,,,,,,,,131.5583719807259,133.05322916937195,408.9337966024062,-0.039520872806709115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,66.0,0.0,922.0,18.0,75.0,58651.0,0.0,2176.4616294978737,2176.4616294978737,0.0,8812.752558708191,,,,,,,,,,,,,,,,780.1129313075442,708.8672173079767,2120.0732328826894,-0.16046662622176436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,66.0,0.0,944.0,19.0,22.0,58673.0,0.0,581.7485060218145,581.7485060218145,0.0,8815.024721622467,,,,,,,,,,,,,,,,190.59982860334824,180.91548329176774,578.1334432357768,-0.039517274606709105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,66.0,0.0,974.0,20.0,30.0,58703.0,0.0,858.7475190810759,858.7475190810759,0.0,8817.817180633545,,,,,,,,,,,,,,,,278.9265067382265,275.05547758009976,851.230954833763,-0.06636108085742251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,67.0,0.0,50.0,1.0,50.0,58753.0,0.0,1548.8131055110457,1548.8131055110457,0.0,8888.078741788864,,,,,,,,,,,,,,,,669.2693582447154,472.7057993590292,1516.8665041029128,-0.04848314474469521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,67.0,0.0,98.0,2.0,48.0,58801.0,0.0,1663.1813060438317,1663.1813060438317,0.0,8892.131988048553,,,,,,,,,,,,,,,,700.9102482700033,507.7485868879267,1631.1687829097812,-0.03952266741210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,67.0,0.0,116.0,3.0,18.0,58819.0,0.0,527.8217858268346,527.8217858268346,0.0,8894.134474277496,,,,,,,,,,,,,,,,177.07720807358749,173.24338467086343,525.1595556371472,-0.044910080004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,67.0,0.0,144.0,4.0,28.0,58847.0,0.0,699.2305538842876,699.2305538842876,0.0,8897.614149093628,,,,,,,,,,,,,,,,230.994153067503,221.61834991870825,693.4561737721701,-0.06098981075813257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,67.0,0.0,176.0,5.0,32.0,58879.0,0.0,890.6582715115453,890.6582715115453,0.0,8900.545325756073,,,,,,,,,,,,,,,,321.5921320109078,283.27169497462427,881.2485718590556,-0.05923105980894331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,67.0,0.0,206.0,6.0,30.0,58909.0,0.0,891.5931607572248,891.5931607572248,0.0,8903.403780221939,,,,,,,,,,,,,,,,356.37879870664807,282.4131823897912,881.7835803764019,-0.04311008000490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,67.0,0.0,261.0,7.0,55.0,58964.0,0.0,1690.8659565372816,1690.8659565372816,0.0,8908.688222646713,,,,,,,,,,,,,,,,704.3962095347347,507.4041109542166,1653.7779429558273,-0.0484795465446952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,67.0,0.0,407.0,8.0,146.0,59110.0,0.0,4650.341864764042,4650.341864764042,0.0,8919.489356040955,,,,,,,,,,,,,,,,2019.382840801518,1226.2798880825117,4359.871841848869,-0.06637004851496135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,67.0,0.0,527.0,9.0,120.0,59230.0,0.0,3093.712737738615,3093.712737738615,0.0,8928.479702472687,,,,,,,,,,,,,,,,1420.0489512926981,864.8659873966349,2926.2330966801733,-0.041315478204909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,67.0,0.0,551.0,10.0,24.0,59254.0,0.0,596.4880418427822,596.4880418427822,0.0,8930.824596881866,,,,,,,,,,,,,,,,195.3257466741363,188.72181627733022,592.3926165391424,-0.05027056452670419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,67.0,0.0,604.0,11.0,53.0,59307.0,0.0,1919.729615161071,1919.729615161071,0.0,8935.183460235596,,,,,,,,,,,,,,,,848.8743060787131,571.1423030704242,1876.6158928317313,-0.03594602603094004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,67.0,0.0,638.0,12.0,34.0,59341.0,0.0,1077.5474818419566,1077.5474818419566,0.0,8938.540360212326,,,,,,,,,,,,,,,,404.7138362826042,350.1048573990344,1064.85206347182,-0.0556292867639775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,67.0,0.0,665.0,13.0,27.0,59368.0,0.0,832.7875599667527,832.7875599667527,0.0,8941.07796406746,,,,,,,,,,,,,,,,286.89617759454336,262.1578106177547,825.867230402102,-0.0502777501428952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,67.0,0.0,705.0,14.0,40.0,59408.0,0.0,1341.392436085668,1341.392436085668,0.0,8944.559424877167,,,,,,,,,,,,,,,,535.9166447931253,408.8837124460407,1321.2770473412845,-0.04131188000490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,67.0,0.0,731.0,15.0,26.0,59434.0,0.0,616.2707311150374,616.2707311150374,0.0,8947.280680179596,,,,,,,,,,,,,,,,185.07044211140993,191.95969107504408,612.0709705907317,-0.06636466467541352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,67.0,0.0,766.0,16.0,35.0,59469.0,0.0,1068.6586450906718,1068.6586450906718,0.0,8950.50273513794,,,,,,,,,,,,,,,,452.26340784548773,323.8596003987124,1053.8833091252045,-0.03234962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,67.0,0.0,779.0,17.0,13.0,59482.0,0.0,330.0776269875234,330.0776269875234,0.0,8952.110479831696,,,,,,,,,,,,,,,,90.45316051584155,104.37875766744989,329.23096686768514,-0.03594602603094004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,67.0,0.0,812.0,18.0,33.0,59515.0,0.0,1120.0131199819498,1120.0131199819498,0.0,8955.017100572586,,,,,,,,,,,,,,,,457.6126484453543,355.30117218782374,1106.017920503757,-0.041317274606709115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,67.0,0.0,831.0,19.0,19.0,59534.0,0.0,445.2836166708379,445.2836166708379,0.0,8957.058318376541,,,,,,,,,,,,,,,,130.84117830648796,140.72083173584227,443.2408751581729,-0.0502741591321024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,67.0,0.0,901.0,20.0,70.0,59604.0,0.0,1501.523762673601,1501.523762673601,0.0,8962.623656511307,,,,,,,,,,,,,,,,415.4268401645952,469.9825405515376,1473.9178016637443,-0.23089851151023008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,68.0,0.0,57.0,1.0,57.0,59661.0,0.0,1122.5874126243664,1122.5874126243664,0.0,9035.934723615646,,,,,,,,,,,,,,,,438.8663318960916,270.92706152933374,1098.6707024086986,-0.03415142063274004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,68.0,0.0,103.0,2.0,46.0,59707.0,0.0,1356.9766533734567,1356.9766533734567,0.0,9039.883949041367,,,,,,,,,,,,,,,,531.5739724118029,413.51809938654526,1333.8581087512641,-0.05742567599095231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,68.0,0.0,122.0,3.0,19.0,59726.0,0.0,471.02630356065947,471.02630356065947,0.0,9042.011593341827,,,,,,,,,,,,,,,,142.62615077843316,150.95432409738174,468.78519188775715,-0.0466831519339024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,68.0,0.0,144.0,4.0,22.0,59748.0,0.0,498.34113276513926,498.34113276513926,0.0,9044.245735406876,,,,,,,,,,,,,,,,135.78687616158948,153.62875204547703,495.8496711607452,-0.06277545747721353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,68.0,0.0,173.0,5.0,29.0,59777.0,0.0,800.74108515628,800.74108515628,0.0,9046.934334993362,,,,,,,,,,,,,,,,261.6970824435861,250.37394819019266,793.945815580997,-0.0574256813747703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,68.0,0.0,205.0,6.0,32.0,59809.0,0.0,1051.0804528365672,1051.0804528365672,0.0,9049.816587924957,,,,,,,,,,,,,,,,409.68227175247637,332.4623554870792,1039.0096297702582,-0.041319072806709115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,68.0,0.0,220.0,7.0,15.0,59824.0,0.0,383.3915466185183,383.3915466185183,0.0,9051.553340435028,,,,,,,,,,,,,,,,112.86178260632329,124.44203585544179,382.0807005800035,-0.04132086741210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,68.0,0.0,343.0,8.0,123.0,59947.0,0.0,3801.2510560470564,3801.2510560470564,0.0,9060.642417669296,,,,,,,,,,,,,,,,1622.7459902498715,1014.7517532381083,3605.2585578041258,-0.050281341150093396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,68.0,0.0,391.0,9.0,48.0,59995.0,0.0,1502.1919959889813,1502.1919959889813,0.0,9064.724974870682,,,,,,,,,,,,,,,,636.992432585157,462.97077578416565,1473.0894486735672,-0.04488673935009341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,68.0,0.0,458.0,10.0,67.0,60062.0,0.0,2083.357099582533,2083.357099582533,0.0,9070.140179634094,,,,,,,,,,,,,,,,804.1495095399586,574.9399044073116,2031.510593036392,-0.025176597229970014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,68.0,0.0,521.0,11.0,63.0,60125.0,0.0,2177.5596153379,2177.5596153379,0.0,9075.233164548874,,,,,,,,,,,,,,,,954.6045227281039,632.9354655339918,2119.5390694755056,-0.03414782603094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,68.0,0.0,564.0,12.0,43.0,60168.0,0.0,1514.0884796883827,1514.0884796883827,0.0,9079.719051122665,,,,,,,,,,,,,,,,640.340504421323,470.77602303380144,1488.0418798781438,-0.043117269212107304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,68.0,0.0,593.0,13.0,29.0,60197.0,0.0,872.5395891031567,872.5395891031567,0.0,9082.491208553314,,,,,,,,,,,,,,,,330.1799197265871,274.68417314815827,863.8281996307165,-0.04132086741210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,68.0,0.0,627.0,14.0,34.0,60231.0,0.0,935.5400735413907,935.5400735413907,0.0,9085.510189533234,,,,,,,,,,,,,,,,308.2784702137001,301.30953293602744,925.9845901442692,-0.08242120351072736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,68.0,0.0,654.0,15.0,27.0,60258.0,0.0,593.8977667443027,593.8977667443027,0.0,9088.056481838226,,,,,,,,,,,,,,,,159.57363083949198,182.37170809928756,590.1794581698064,-0.08422297659876377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,68.0,0.0,720.0,16.0,66.0,60324.0,0.0,1991.901059634352,1991.901059634352,0.0,9093.475556373596,,,,,,,,,,,,,,,,828.4330921741409,549.6676575018141,1939.1636391900488,-0.03235142423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,68.0,0.0,736.0,17.0,16.0,60340.0,0.0,390.1422005667483,390.1422005667483,0.0,9095.143836259842,,,,,,,,,,,,,,,,119.33536037152754,127.42435977045984,388.621456257061,-0.03951907280670911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,68.0,0.0,826.0,18.0,90.0,60430.0,0.0,2323.142689631628,2323.142689631628,0.0,9102.06452870369,,,,,,,,,,,,,,,,755.6103184698494,750.4684839899971,2257.395156125467,-0.22901554596786344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,68.0,0.0,841.0,19.0,15.0,60445.0,0.0,397.4556354509306,397.4556354509306,0.0,9103.892265081406,,,,,,,,,,,,,,,,120.09524478600594,125.16335466017465,396.0502570361767,-0.032347826030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,68.0,0.0,961.0,20.0,120.0,60565.0,0.0,1243.7251809152563,1243.7251809152563,0.0,9112.77886557579,,,,,,,,,,,,,,,,174.82845136467236,327.15278041227765,1223.969736487986,-0.6667140211363517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
